,Unnamed: 0,Tweet,label
8371,8371,Is it really indecent exposure if you have a magnificent penis? I thinks it's pretty decent exposure,N
8372,8372,I like to delete comments that say 'first' to assert my dominance,H
8373,8373,More Migrants from Terrorist Nation Enter Texas Via Mexico This Week How many terrorists have already successfully crossed n2 the USA from Mexico? We will never know. #BuildTheWall #BuildThatWall ##WalkAwayMovement #MAGA #KAG #Trump2020,H
8374,8374,"Tomorrow night our guest speaker is Madeleine Bair, an Oakland-native and award-winning journalist, will be talking about El Tímpano, a deep listening project centered around Oakland's Latino immigrant population. Please RSVP if you plan to attend:",N
8375,8375,Lesbos/Greece: Muslim refugees fight against christians there. Why Greece dont arrest them and send them home ?,N
8376,8376,Meanwhile in Europe nobody speaks the truth that all of the potential millions of migrants and refugees can not be taken into the Euro Zone. Former colonial powers like France &amp; Britain are not without guilt in the creation of the mess that is most of the African continent today.,N
8377,8377,how in tf you gonna put your two cents in on something and somebody you don’t know then block and unblock me. Like bitch get off my line😂😂,H
8378,8378,"@user @user Sadly, the answer is true. Our emergency food assistance includes specialized nutrition supplements to help malnourished children. See where @user is supporting #refugees with food assistance in this Story Map:",N
8379,8379,"Illegal immigration sidelines at least 5 million marginalized Americans and their families, including many who are now struggling with opioid addictions.The huge influx of cheap labor has helped to stall Americans’ wages since the 1970s",N
8380,8380,"@user @user @user He said Israel could be described as a racist state, much like any other state (including Britain over Windrush, or May's ""migrants go home"") could be. There are no special cases of racism. The Palestinians w",H
8381,8381,"Women: 'started from the bottom, still here'",N
8382,8382,I'm just over here laughing at how this little ol' white girl came at Sam and thought she was gonna win... LIKE BITCH DO YOU KNOW WHO WE ARE,H
8383,8383,‘˜I want my daughter to have a future’: Returning Syrian refugees explain urge to come back home,H
8384,8384,A rare move by #Myanmar govt to jail its soldiers for killing #refugees but #humanrights lawyers say more reform is needed @user @user @user @user,H
8385,8385,Bavaria tightens borders amid German rethink on migrants,N
8386,8386,"Simple: to stand #WithRefugees.By protecting 68.5 million refugees and displaced men, women &amp; children forced to flee their homes.#WhyIJoinedTwitter",H
8387,8387,Coalition govt in #India's only #Muslim-majority state faces new threat to its unity as demands by pro-Hindu parties to deport #Rohingya #refugees continue @user @user @user @user @user @user @user @user,H
8388,8388,"You ever be drivin and briefly forget where you are, where you're going, how you got there, who you are or why you're alive? Cause same",H
8389,8389,#womendisobey Dont be Fool African Americans Supporting Illegal #Immigration is a Slap in the Face to Black America  #BlackTwitter #BlacksForTrump #DemocreatsForTrump  #Trump #MAGa,H
8390,8390,"Belgium: Muslim refugees say they want to impose Sharia law ""infidels must obey the Sharia"" - Free Speech Time - @user",N
8391,8391,"@user @user Remigration 2018:  Easy come, easy GO!!",N
8392,8392,@user RT @user Sanctuary Cities are against the Law. Please shut them down & arrest/prosecute all criminal Governors & Mayors. #USA #Americans #America #Constitution #EndSanctuaryCities #EndDACA #AmericaFirst #MAGA #Congress @user @user,N
8393,8393,Italian bishop warns that Europe must avoid “fear and xenophobia” and welcome Muslim migrants via @user Another Christion moron with a death wish.,N
8394,8394,"National Counter Terror Coordinator Dean Haydon says, ""The current terrorism threat here in the UK is at severe."" Police &amp; security services thwarting 1 terror attack every month. This is the result of Lib-Lab-Con creating a multicultural mess from mass immigration. #LondonBridge",N
8395,8395,"With refugees evicted, France’s 'Calais Jungle' is now a nature preserve via @user #France",N
8396,8396,Lega Northchief Berlusconi warns: the 600.000 illigal refugees are dynamite for Italy and will destroy the social consens. So he will stop the immigration from Libya if he wins the elections in March.,H
8397,8397,DFID Africa Regional Profile: July 2018,N
8398,8398,@user Trudeau announces that Isqra Khalid is moral conscience of Canada and  that Moslems must be at the forefront fighting White racists who don't  want to be replaced by immigrants.https://t.co/X8PzfDxs8t,N
8399,8399,Your the second one to say that but I still have it and can see it,H
8400,8400,"Home should never break you in two so wherever you go you are never whole; half of you remains where you left it, and the other half is rejected where you arrive- @user #TEDxExeter 2018 #Refugees #Poetry #SpokenWord",N
8401,8401,#ThereseOkoumou's #StatueofLiberty protest was remarkably effective in attracting international attention to #ImmigrantChildren. Inevitable overreaction by the #NYPD served to magnify the stunt's impact. #AbolishICE @user,H
8402,8402,I swear to god if one more bitch tells me not to call her bitch I'm going to slap the shit out of that bitch #fuckbitches #bitchesstink;;,N
8403,8403,"Collins is a stupid cunt: Trump Is Hurting 'Vulnerable' Americans, His Acts 'Destabilize the Insurance Market'",H
8404,8404,When your pathetic ex finally dies,N
8405,8405,@user @user Your an idiot slag him off behind his back call him out you have a. Problem,H
8406,8406,"Sweden has a message to the refugees: Don't come to Sweden, we only prov... via @user IS THE SLUT WHO SOLD HERSELF TO FILTHY ISLAM",N
8407,8407,@user @user Hell do you think you are to call my friend a fucking skank?! Just because she's bringing…,N
8408,8408,"Ladies, do not be ashamed for having lustful needs. You want dick? Book a dick appointment! Want pussy? Go and eat pussy! Why women need to feel shameful for fucking guys but praise men for fucking girls?",N
8409,8409,"@user @user @user For somebody who supports white rape, you are thankfully the minority. Get a fucking life and don’t breed. Imbecile.",H
8410,8410,@user You said it #FakeNews is sinking their own ship. #BuildTheWall The Whole Wall #GreenCardsForDACA #NoChainMigration no-Lottery #IllegalsHome get in line #StopTheInvasionIn #FavoritePresident,N
8411,8411,#FundTheWall NOW #BuildTheWall #BuildThatWall FUND THE WHOLE WALL NOW!!! DO NOT WAIT TO AFTER THE MIDTERMS A LAME DUCK CONGRESS WILL NOT FUND THE WALL MAXIMUM PRESSURE INCLUDING A GOVERNMENT SHUTDOWN FOR FUNDING NOW!!!!!!,N
8412,8412,Gals ❤ 2 holler ' I'm dat bitch' Well I'm tryna 2 b 'dat woman' Dat woman wit a college degree n money.Dat woman strong in her faith in God,N
8413,8413,This is Al. He works as a manufacturing design engineer and part-time college instructor. He is also a former refugee from Iraq. Tonight at 8PM CST World Relief is releasing a brand new film that tells Al's story. Join us on Facebook to watch.  âž,H
8414,8414,I FUCKING TOLD YOU SKANK WHORE SLUTS LISTEN TO MS SERIOUSLY,N
8415,8415,@user @user Michelle Obama is a woman that every woman should aspire to be where Flotus is a skank that no one wants to be,N
8416,8416,@user last time I checked...no one had rape charges filed with the police...soooo...these whores..ie women are lying.,N
8417,8417,"If I watch your snap story, just know it because I'm bored AF... I really don't care about you or your life",N
8418,8418,Illegal Alien Stabbed Mother Of Five To Death In Missouri via @user needless death!@realDonaldTrump @user @user #BuildTheWall #EndDACA #DeportThemAll #KeepAmericansSafeStop the Assault from Illegal Migrants on US citizens!,H
8419,8419,"This week ILI would like to welcome Gwylene Gallimard to year 2! Gwylene Gallimard is a 1st generation French Immigrant and co-leader in the Charleston, SC ""Connecktedtoo in/ with Charleston Rhizome Collective""project. Full story on ILI's Facebook page! #iliyear2",N
8420,8420,* Sweden ðŸ‡¸ðŸ‡ª:  General election on September 9 may rock Brussels again. Concerns over mass immigration and rampant crime are redefining. #v4 #visegrad,N
8421,8421,"who the fuck is calling my girl a whore and a bitch? She hasn't even been at that school for a whole month, people are fucking stupid",H
8422,8422,Burundi government denies involvement in forced repatriation of refugees,H
8423,8423,"@user Long rape scene? Even though there was no sex scene in the movie, and the woman agreed to a rape fantasy, then stopped it? LOL",H
8424,8424,Fuck the bitch that works at BK. She wouldn’t take my order stupid CUNT.,N
8425,8425,The New Damascus: Genocidal Assadist at Pro-Regime fighter funeral,H
8426,8426,@user Yeah tell them they're a fucking fool for believing 'statistics' that say 90% of women fantasize about rape,N
8427,8427,"not only r u fat and disgusting, but why do you feel the need to post photos of urself in a bikini. Who do you think ur fooling seabiscuit?",N
8428,8428,"Laylah, a Syrian refugee and member of our Hope Workshop, used to bring her daughter Jenan with her while sewing at CRP. But at our new childcare center, Jenan has a safe place to play while her mom earns extra income. Support our childcare center here:",N
8429,8429,"Bibi and Orban will do evrything to hold their territory clean from terrorists and refugees, even the EU wants to protect them. If Europe not will follow - Europe will loose the own culture and identity.",H
8430,8430,"@user @user If anyone would know about hysterical women, it would be you btch",N
8431,8431,HRW slams 'appalling' conditions of migrant camps in northern Greece,H
8432,8432,"Unlike others outside Europe, #Merkel created environment which will see them struggle to convince Syrians to return home based on generous benefits provided.Merkel/Brussels also created special problem to haunt them for decades: economic migrants.#Orban #V4 right from start.",N
8433,8433,I’m fighting to stop U.S. Customs and Border Protection from abusing immigrant children. Will you join me?,N
8434,8434,"@user @user Well, not all women are the same, obviously. Not all men are the same. But physically resembling…",H
8435,8435,Oh but of course the White South Africans who work and have money of their own can't come to America - we're busy replacing the White population - JUST LIKE IT WAS DONE IN S. AFRICA   WHO HATES WHITE PEOPLE In U-S-A? Who's doing this? Not White ppl!!,N
8436,8436,@user @user All glory to a pair of con artists who spent eight years working for their Billionaire Buddies. #WalkAwayMarch #NRA #ICE #BuildThatWall #Veterans,N
8437,8437,"@user 90 % are not able to take over a job. They will stay in social welfare their whole life. This means social welfare must cutted or the refugees have to go home, otherwise the countries will go bankrupt.",H
8438,8438,"You wouldn't know this @user but historically, hysterical women are the ones with spines",N
8439,8439,"'Ain't about them hoes anymore,it's just you' yet you talking sweet to the bitch you ALWAYS talked shit about plus 2 more👏🏽GMFU BRO💀",H
8440,8440,"Geez, should have expect the unexpected. I just happen to forget to foresee what a mouth of skank you have.",H
8441,8441,Snapchat updates their app and it becomes amazing.. Instagram updates their app and it goes to complete fucking shit,N
8442,8442,@user @user Omg! Megyn is a skank. You have that right.,H
8443,8443,"OUR children are DREAMERS too.Since when are illegal alien children the only ""dreamers""?!?Do NOT let liberal/progressives steal our language too!#NoDACA #Border #POTUS #MAGA #WalkAway #BuildTheWall #VoteRed @user @user @user @user @user #NEWS",H
8444,8444,yet when men sexually abuse women it’s not ALL men,H
8445,8445,"@user @user Y con la dictadura periodistica de este pais menos aun.Propongo un reto a VOX:Digan que apoyaran a todos los inmigrantes que cruzan la risavalla y verÃ¡n como saldran en todos los telediarios, eso si, despues de Franco, La mamada, Cata",H
8446,8446,"It’s ‘100 Percent’ On Trump Administration To Locate Separated Parents, Judge Says #DACAworks #HereToStay #Immigrantion",H
8447,8447,It's the most deadly sea journey a refugee could take. And it's time to sound the alarm. ðŸš¨https://t.co/uOESX0Wqsv,H
8448,8448,#Kakuma Refugee Camp benefits from renewable sources of energy | Business Today  via @user @user #WithRefugees @user @user @user @user @user @user,N
8449,8449,Teen Whore Lily Rader Gets Nailed And Creamed Sexy blonde loves rubbign her juicy cunt,H
8450,8450,@user Will the migrants be sent back home??,H
8451,8451,The former criminal president of Georgia Sakaschwilli run as an illigal refugee into Ukraine. He gets help from Timoschenko/Ukraine. Jail?,N
8452,8452,@user 3000 voices waiting to be heard I didn't ask them if they were refugees as their tears did shred the hearts of a nation freethem,N
8453,8453,"Italy refusing to disembark 629 asylum seekers &amp; migrants on @user #Aquarius is just one part of successful strategy to slash the numbers reaching Italy's shores, mainly by empowering Libya's abusive coastguard to intercept boats",N
8454,8454,"@user @user Absolutely! No DACA, No Amnesty, No Sanctury Cities, Deport All Illegal Aliens, Build The Wall! #MAGA #2A #NoDACA #DeportThemAll #BuildTheWall #OBAMAgate #StandWithICE #PEDOgate #LockThemAllUp #BanIslam #TRUMP2020 @user @user",N
8455,8455,When you're toasting your boy but you see your girl checkin a text,N
8456,8456,Pro Tip- Never go down on someone that has food poisoning,H
8457,8457,@user I won't tell women to 'suck my dick' as you did,N
8458,8458,My only goal in life is to fuck at least 1 follower from each social media platform... Twitter is the only 1 left... @user your move,N
8459,8459,"Professor @user co-director of NUSL's Immigrant Justice Clinic, weighs in on the Abolish ICE movement for The @user",N
8460,8460,"Until men have to be careful walking alone in broad daylight, you can sit down and stfu with this “but not all men” bs. #HimThough",N
8461,8461,@user Please be warned SNP the scots people did not give u a mandate for mass immigration in our name dont under estimate this,H
8462,8462,"Women are telling their stories of being assaulted & instead of listening to them, you wanna go 'not all men! I'm g…",N
8463,8463,Hundreds of migrants scale fences to enter Spanish enclave,N
8464,8464,"Blac Chyna is straight trash and an abomination to women everywhere. Don’t @ me cause I don’t care. Hoe responsibly, bitches.",N
8465,8465,In a symposium in Hambach/Germany the former banker Sarazin says Europe will get destroyed by refugees. They will cost many money without sucess.,N
8466,8466,"To the women who’s just sold the house she’d agreed to sell to me, you’re a cunt. You can go to hell.",N
8467,8467,wow that bitch is tweeting hard like her 'good heart' makes it look like she wasn't involved in the coverup- everybody knows she's a ho!,N
8468,8468,"Your boats shall drown in the Mediterranean Sea and the rest of you, which had not assimilated into our society will leave immediately. #RefugeesNotWelcome #IllegalAliens",H
8469,8469,"Europe is being invaded by third world ""refugees"" Continue to Pray for them ðŸ™ðŸ»",N
8470,8470,@user Dont you mean killing Americans. You lowlife piece of garbage i hope you rot in hell you son of a bitch,N
8471,8471,I just submitted a comment saying NO to the Citizenship Question .@realDonaldTrump plans to include a citizenship question on the 2020 Census this question will instill fear in immigrant communities &amp; will lead to an undercount of the national population. Submit a comment TODAY!,H
8472,8472,Italia stopps again a ship with more than 400 illegal refugees. They must concentrate into spots and should immidatley sended back to Africa. In USA they have to do same.,H
8473,8473,Sad to see how entire forest ridge around Nizzamudin-Delhi being encroached by Muslim community&amp;Bangladeshi illegal immigrants.NO ACTION,H
8474,8474,"since when did it become socially acceptable for guys to call women sluts, whores, hoe, bitches....??? or threaten them...??? just wondering",H
8475,8475,"How the #Democrats gonna get around this one? They want to abolish #2A but now the #Illegals are demanding their 2A rights. So hes already here illegally and now hes broken our gun laws. 2x felon, Priceless #BuildThatDamnWallNow #EndChainMigration",H
8476,8476,#SaudiArabia has beheaded Indonesian migrant worker despite several direct pleas from #Indonesia's Pres. Widodo to show mercy #ucanews #humanrights #voiceforthevoiceless @user @user @user @user @user @user @user,H
8477,8477,Daily Mail removes illegal immigrant article after fact check goes viral via @user,N
8478,8478,When a lot of the women on here changed from themselves into hoe tweeters <,N
8479,8479,"All girls are hoes, you just gotta know how to bring the whore out of them",H
8480,8480,@user biTCH I LOTERALLY WAS THIS YOU NEVER TRUSTED MY DRIVING ENOUGH CUNT WHORE BITCH,H
8481,8481,Democrats Are Not On Americas SideThey Want Open Borders And Illegal Aliens To Keep Pouring InAND WE GET TO PAY FOR THEM Nearly Half of Swing District Voters Want Illegal Alien Families Deported Together to Their Countries#BuildThatWall #MAGA,N
8482,8482,"The establishment of Europe has a court of humanrights. This court allows crimerefugees to stay forever in Europe. They will not send back in her homeland. So this court has a responsibility for a mulricriminal society in future, one says.",H
8483,8483,He just kept screaming 'is it too late now to say sorrrrry?!',H
8484,8484,Citizens Call @user 202 225-3031 tell him to bring the Mandatory E-Verify Bill to a Vote !  $HireAmericans Not Illegals  #Trump #MAGA #RedNationRising #WalkAway  via @user,N
8485,8485,@user @user and women have done the same over dick but ok girl,H
8486,8486,Like are you really that insecure and worried that you’ll be seen as a bad guy that you have to say “not all men” ?,H
8487,8487,Taking in S. American immigrants does not help these poor people of our country.. Inside Owsley: America's poorest white county @user,N
8488,8488,@user You can blame autocorrect. Jai Shri Ram.,H
8489,8489,@user It's the nature of women to want to be guided by a strong man. Hysterical go -girl feminist types are fi…,N
8490,8490,"Can’t help if i want to body slam you cause you’re a dumb bitch. Yeaaaa, I remember you rude customer. Spotted at the gym. 😡",N
8491,8491,Japan is always operating under the premise that mass migration that can  radically transform the country's demographics is unacceptable. The Alt-Right main point is the norm for them. So Japan already has everything that the West needs!!But of course virtue signalling...,H
8492,8492,@user It wasnt a mistake-it is a more than appropriate and accurate description of those hysterical women.,H
8493,8493,But I thought #WhiteGenocide wasnt real? #DeportTheMigrants #RefugeesNotWelcome #WhitePride,N
8494,8494,Last week @user and @user released the revised and expanded version of their book Welcoming the Stranger. This book will answer your most pressing questions about U.S. immigration from a biblical perspective. Order the book today! âž,N
8495,8495,@user an early bot birthday gift? #Trumpbots #BuildThatWall 302,N
8496,8496,@user You need to ride my cock,H
8497,8497,Look at this couple ! INVITATION to all refugees of world! If you come to AUSTRIA you will get about 500â‚¬ benefit without of work and 850â‚¬ if you learn German ! Its the only country where the social welfare will help you always. Thank you Mr. KURZ and Strache !,H
8498,8498,"PM Trudeau on the defensive about immigration  Awesome,Candians are awakening and could mean the end of the white Obama up north...",N
8499,8499,@user @user @user @user @user better NOT take #AugustRecess until NO $ on #IllegalAliens! #NoAmnesty 4 #DACA #BuildTheWall #SendThemBack #DeportThemAll #ImmigrationReform #NoVisaLottery #EndChainMigration #EndSanctuaryCities #VoterI,H
8500,8500,"@user Illegals Dump their Kids at the border like Road Kill and Refuse to Unite! They Hope they get Amnesty, Free Education and Welfare Illegal #FamilesBelongTogether in their Country not on the Taxpayer Dime Its a SCAM #NoDACA #NoAmnesty #SendThe",H
8501,8501,"@user  Pres. Trump, Hurricane Harvey is Man Made to keep your wall from being built and to open the borders to illegal migration.",N
8502,8502,Video: Italy allows migrant ships disembark after several days in limbo,H
8503,8503,@user we have the same bday... You should let me fuck your brains out and treat you like a cum dumpster on that day... #Bdaygoals,N
8504,8504,@user Rape comes in many different forms. In the Muslim world women are blamed if they are raped and are blamed if they're not dressed modestly.,N
8505,8505,You a Bitch an a whore you make us look stupid bitc... — well u look stupid rn lmaodjdh,H
8506,8506,"All bitches do is lie, talk shit and fuck up their eyebrows",H
8507,8507,I wish u would stfu guilty hoe,H
8508,8508,#Hungary prepares to pull out of U.N. migration pact: #minister #foreignminister #UnitedNations #Europe...,H
8509,8509,#PrayForPaulGeorge #UK #UKIP #PoliticsMatters All #women with a degree in 'Women's Studies' should go to prison.,N
8510,8510,Man Defending His Wife ‘˜Lynched’ By Six Youths In France The glories of open borders and multiculturalism.  Violent immigrants are attacking and terrorizing the French.,H
8511,8511,@user It is said we need 2 million new homes in the UK because of Immigration what we need is 2 million less Immigrants and EU out,N
8512,8512,"UK rejects Christian refugees recommended by UN, admits only Muslims among 1,112 Syrians admitted Jan-March 2018 via @user",H
8513,8513,"@user How low is Sharpton?This race-baiting bigot made millions, didn't pay taxes, lied about race attacks, is functionally illiterate, & is a great asset for GOP victory on Nov 6. Keep talking, Not-so-Sharpton#MAGA #KAG #POTUS #Trump #NEWS #Vote",H
8514,8514,Feminists' husbands #ThingsTimHowardCouldSave,H
8515,8515,When he promised you he was gonna 'fuck the shit out of you' but can't even make it to round two.,N
8516,8516,Man Who Shot Good Samaritan To Death Is DACA Recipient via @user @user #EndDACA #NoAmnesty #EnforceUSLaws#KeepAmericansSafe,H
8517,8517,@user @user I myself have had quite enough of hysterical and damaged and fearful women claiming to speak for all womankind.,H
8518,8518,Wanna kno what I deadass LOVE? I’ve never seen my mans name under any whore ass bitches picture on social media...ever. #NoLikesForYall,N
8519,8519,"Have some dignity! Stop using whore shit to set the standard, we got grandmother's etc. We know what real women is",N
8520,8520,Viral plane standoff video highlights European chasm over migrants,H
8521,8521,Legal Immigrant Explains Why Trump Is Right On Illegal Immigration,N
8522,8522,@user You fucking cunt! You dont take reporting seriously! You fucking and disgusting bitch! You are a disgrace for women. Youre a monster!,N
8523,8523,The same bitch is all on my boo’s shit like girl bye,H
8524,8524,When you realize you're a mass murderer,H
8525,8525,If a woman doesn't want you just unleash your charm. Women are weak and will cave after almost nothing.;,N
8526,8526,Illegal alien arrested while trying to deliver pizza to military basehttps://t.co/i0H2WYQut9#WhyIsThisNews#EnforcingTheLaw#TheICEManCometh #TherIsMoreOfThemOutThere #StopTheInvasion #AllIllegalAliensAreLawbreakers #EqualOpportunityDeporter #MoreOfThisPlease,N
8527,8527,"This is what happens when you choose to torture, behead &; rape men, women and children.The wrath of nations be upon you &; utterly wipe u out",N
8528,8528,Demonrats pitiful attempt at trying to abolish ICE is almost too funny to be true. Thanks for making it easier in November! #StandWithICE #SendThemBack #BuildTheWall,N
8529,8529,Snapchat finally has an accurate filter for these bitches.... The goddamn devil,H
8530,8530,Women are children. They require men in their lives to set boundaries and teach them lessons.@,N
8531,8531,Sorry Donny but not all men 'grab them by the pussy' like you do.,N
8532,8532,It's getting worse every single day! #StopImmigration #CloseTheBorders #NoMoreImmigrantsHere #StandUpForYourWesternValues,H
8533,8533,@user It will always be ready and hard for you to bring your holes and beat it with your cunt and ass,H
8534,8534,Illegal Alien Killed Two People In Alcohol-Fueled Crash In North Carolina #EndTheSlaughter #BuildTheWall #NoDACADeal #NoAmnesty #EndChainMigration #BanSanctuaryCities#DeportThemAll #KeepAmericansSafe#EndIllegalBirthrightCitizenship,N
8535,8535,Same. We really are soulmates... Dumb AF but soulmates nonetheless 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃,H
8536,8536,@user Did that cunt bag just blame #rape victims for the way they dress and/or act?!,H
8537,8537,@user @user You were on the line listening to the call. You take a radical hysterical delusio…,H
8538,8538,"@user @user I could care less about origin, and also to note the word itself dates much further back to actually describe people than when it was more commonly used on hysterical woman. Stop trying to make words illegal to use because much my feelings are hurt from its origin",N
8539,8539,RT @user This Is How Men Should Support Feminists (As Told By A Young Conservative Libertarian Male),H
8540,8540,'Angel Families' Defend Trump Immigration Moves,H
8541,8541,Fuck off you stupid fucking CUNT OH MY GODDDDDDDD,H
8542,8542,cash should go to Canadians - Lord knows they'll always be another refugee cris. Opportunistic photo - shame on you. reminds me of the ones the world savers used to distribute during Biafra. Remember that one?,N
8543,8543,Good Morning Canada 🇨🇦 One of the most beautiful qualities of true friendship is to understand and to be understood.,H
8544,8544,#NJ Should NOT be a facilitator for the concealment of illegal aliens. Granting driving licenses There is no background check on Illegals to determine if they pose a national security threat #RedNationRising #Immigration #Trump #MAGA #SendThemBack,N
8545,8545,Welcome to the weird. Save 20% sitewide with WEIRD20 on our #Redbubble shop     #MultinationalPATRIOT #HonorBOTH #OurPatriotism #patriot #immigrant #expat #ExclusivelyonRedbubble #OnjenaYo,N
8546,8546,@user Chuck Bass kept waking you up because he wanted to make sure that you got the t on kunt,N
8547,8547,"Democrats, the party of hypocrites, they will say WHATEVER gets them votes. #MAGA#EndDACA#EndChainMigration#EndSanctuaryCities#DeportThemAll#DeportIllegalFamiliesTogether #FamiliesBelongTogether IF they're legally here, if not they need to go back.",N
8548,8548,@user Stfu bitch you sound like a whole ass pussy bro no one cares,H
8549,8549,"@user @user Yea right! Clegg who`s all for immigrants and scrounging Romanians, remind me where and how he lives again?",N
8550,8550,"With refugees evicted, France’s ‘˜Calais Jungle’ is now a nature preserve",N
8551,8551,@user @user I feel like you've filled a hole in my heart alys where have you been all my life,H
8552,8552,"Illigal immigrants forming an army in California and going nuts. American citizens want them repatriated back to wonderful Mexico from which they fled. This is some of the most disturbing anti American footage I've seen to date,,,",N
8553,8553,How can a bitch fuck with a man who has a girlfriend .. A PREGNANT GIRLFRIEND LMAO fucking hoes,N
8554,8554,"For the first time ever, we are putting the power of fundraising in your hands. Will you become an advocate for refugees by rallying the support of your community?Get started now âž We’ll be with you every step of the way.",H
8555,8555,#FuckThis #FuckTrump #FuckYouWhiteHouse   #RefugeesWelcome   White people stole this land we call America. We're not entitled to tell ppl they're not welcome here. These are human lives.  These are unforgivable actions.,H
8556,8556,@user @user You're a dick. Said every woman ever,N
8557,8557,"They're replaceable, your time is not",H
8558,8558,"If you're fearful to go down rabbit hole, then those who spread oppression, have you right where they want you- 100% controlled. - #Cagsil",N
8559,8559,I have a great idea on immigration. Lets pay them both welfare and medical benefits and the right to break our laws. Lets educate their 30 year old children like ms13 members these things can be paid for by cuts to American children and VA benefits. This will detour them.,H
8560,8560,@user He must be so proud of his cam whore 😆 oh please let her continue to be a hoe & a “role model” gtfo,H
8561,8561,"@user Hysterical woman is the new Nasty woman, we will make a hat for that.",N
8562,8562,RT MightyBusterBro: MOST HATED WOMAN Hysterical tribute to 10 yr FAILED run for US WOMAN Pres. 2008 to 2017 Break…,N
8563,8563,If u walk away from a down ass woman for a skank then u deserve what u get. U can’t turn a how into a house wife so…,N
8564,8564,Friend- we should talk about what you did when you were drunk last night. Me-,N
8565,8565,#WeThePeople want TRUTH and JUSTICE! How can a woman under Sharia Law be a feminist? It's the oxy-moron.  #ProtectTheChildren @user #WalkAwayFromDemocrats #QAnon #Q #StopTheInvasion 🇺🇸😎🇺🇸,N
8566,8566,@user @user @user HAHAHAHAHAHAHA....your hysterical....like you know shit...tEump has…,N
8567,8567,@user she's a woman. She can't help the fact that she sucks,H
8568,8568,@user @user @user your own source doesn't even say what you claim it does. *with the exception of rape* is what it says,H
8569,8569,A fvcking bitch who is a hoe to everyone,N
8570,8570,@user You're going 2 go 2 jail you scumbag WHORE. Your going down in History as the most VILE Bitch Ever Rich Seth Will B avenged,H
8571,8571,"Apparently, you /can/ turn a hoe into a housewife",N
8572,8572,When your best friend tries to go out of town without you,H
8573,8573,"Californias U.S. Senator, Kamala Harris, her first piece of legislation, the Access to Counsel Act, by providing lawyers to anyone arriving at U.S. border crossings. #BuildTheWall#NoDACA#EndChainMigration#EndDiversityLotteryISIS THANKS YOU @user #KamalaHarris",N
8574,8574,@user Would you want to be labeled a woman beater for the rest of your life by some crazy skank who’s pissed…,H
8575,8575,#illegal #immigrants from #africa storm border fence into Spain's north Africa enclave of #Ceuta Next stop: benefitsand free housing,N
8576,8576,I saw a women driving whilst speaking on the phone I cursed that cunt :),H
8577,8577,#nowPlaying Regain Your Poise Hysterical Woman by KINDRED SHINS (from Yes To Rioting Notoriety' 2013). The Lon…,N
8578,8578,New GOP immigration bill would tie legal status for DACA participants to border security funding via @user,H
8579,8579,Her- how come you never called me again after we fucked? Me-,N
8580,8580,Should close your account you immature cunt. Bullying women on social media is pathetic. Go seek the attention you…,H
8581,8581,".@MandyRheaWrites, the 2018 National Teacher of the Year, reflects on the refugee students she teaches who she says ""are passionate believers in the American dream."" âž",H
8582,8582,"President @user @user We FULLY EXPECT that you WILL receive taxpayer money to #BuildThatWall IMMEDIATELY! cc: @user If you guys don't know how SERIOUS we are, you WILL find out when we vote you OUT for NOT going with the #MAGA agenda!",N
8583,8583,FUCK YOU HARVEY WEINSTEIN! Anyone who has suffered from rape and I mean all. Lock him up. I stayed silent for 24 hours. Going sue me HW?,H
8584,8584,@user You ain’t shit bitch shut your whore mouth,N
8585,8585,"Last RT is brilliant someone had replied onto a thread of Claire saying they didn't like ""tv claire"" an that she needs to stay in the kitchen to cook for Jamie. Stfu bitch.",N
8586,8586,We need to change who controls refugees coming in to Idaho.  Get involved--don't just read and share emails.,N
8587,8587,Diane Abbott: Labour would close two immigration detention centres and prevent private contractors from running the others - BBC News -,N
8588,8588,@user I love it. Thank you #codepink.,N
8589,8589,@user they deadass digging a hole for themselves @user fat bitch loose weight,H
8590,8590,"#BuildThatwall #ICE ICE can not have a zero tolerance policy at the Boarder while they let EB5 Immigrant commit fraud and harm US citizens to gain permanent residency in the US. See print, sign, and mail 2 Dir. Vitiello support us - RT",N
8591,8591,ALSO... still laughing at this bitch that my friend Chef brought to DirtyBird... LIKE NO ONE WANTED YOU THERE HOE JUST SO YOU KNOW 😹🤷‍♀️,H
8592,8592,@user Fuck that money whore @user Too stupid to know consensual touching or grabbing is not assault. Only @user is dumber,H
8593,8593,@user Syrian Refugees destroy hotel BIBLE'S &amp; property. They are not Coptic Christian refugees. They are economic Muslim migrants? Prime victims there are the Coptic Christians who are scared to evacuate Syria &amp; travel to the West with Mu,N
8594,8594,The mayor of a Lebanese town has had cause to believe the arc of his town’s ordeal is at last bending toward a little less misery—if only for his constituents. The Syrian refugees are still living a nightmare.,N
8595,8595,"Sick and chilling. Yet, another immigrant woman lives in the White House",N
8596,8596,Just want to say thank you to @user and @user for their great work in the past #inspiration,H
8597,8597,When you can illegally cross borders with ease. What's the chances you'll catch him before he kills again#BUILDTHATWALL,H
8598,8598,Cut adrift at the end of Europe’s migrant trail,H
8599,8599,The recent US strike in syria in der el zour,H
8600,8600,@user @user Open Border Extremisst will only Aid Mexican Cartel making 550 Million a year and abandoning migrant children in the desert #BuildTheWall #Trump #MAGA,H
